"node1","node2","diff_w"
"Node43","Node113","0.0072230637898556"
"Node44","Node113","0.0991829335023351"
"Node45","Node113","0.0131051048102142"
"Node46","Node113","0.0430073855256655"
"Node48","Node113","0.0411976590334686"
"Node52","Node113","0.0947091842700476"
"Node53","Node113","0.15096710463578"
"Node56","Node113","0.0230045501592427"
"Node59","Node113","0.0490823850694052"
"Node62","Node113","0.00997238356224818"
"Node69","Node113","0.0186623846983341"
"Node70","Node113","0.0473018218538405"
"Node71","Node113","0.0280799555080832"
"Node72","Node113","0.0448460574670338"
"Node74","Node113","0.016487496148687"
"Node82","Node113","0.090154522271396"
"Node84","Node113","0.0407554834195384"
"Node85","Node113","-0.0105048348061211"
"Node86","Node113","0.0442422361212014"
"Node97","Node113","0.0519414064697134"
"Node114","Node113","0.0740936202499668"
"Node115","Node113","0.0828965914768061"
"Node116","Node113","0.0484213044091124"
"Node117","Node113","0.0252669037070492"
"Node122","Node113","0.0557103588886077"
"Node46","Node114","0.0183563179069366"
"Node53","Node114","-0.134882165184304"
"Node63","Node114","0.360580366146086"
"Node69","Node114","-0.0127348385300679"
"Node82","Node114","0.0501022015101245"
"Node86","Node114","0"
"Node115","Node114","0.0715188330216485"
"Node117","Node114","0"
"Node15","Node115","0.153148195479772"
"Node16","Node115","0.112669231265674"
"Node22","Node115","0.0532301644738888"
"Node23","Node115","0.0678268350498057"
"Node26","Node115","0.000218644952470209"
"Node27","Node115","0.230308480282586"
"Node28","Node115","0.00996469927717992"
"Node30","Node115","0.186377993914821"
"Node39","Node115","0.00694125292267113"
"Node41","Node115","0.0735665817999298"
"Node44","Node115","0.096264736284175"
"Node45","Node115","0.000179080377388359"
"Node46","Node115","0.0665603503229917"
"Node53","Node115","0.209388449339267"
"Node55","Node115","0.237965018578951"
"Node63","Node115","0"
"Node65","Node115","0.0555594129912422"
"Node76","Node115","0.0817833952587887"
"Node83","Node115","0.0666276526046447"
"Node9","Node116","0.0496104029013503"
"Node18","Node116","0.0788524066374253"
"Node24","Node116","0.0433238603008056"
"Node39","Node116","0.0522397789353858"
"Node53","Node116","0.142892843324827"
"Node54","Node116","0.0355693399160261"
"Node56","Node116","0.00334076886111488"
"Node69","Node116","0.18706224573741"
"Node72","Node116","0.046502753178097"
"Node74","Node116","0.0063356650907974"
"Node76","Node116","0.0043217232027752"
"Node82","Node116","0.110617632982604"
"Node83","Node116","0"
"Node84","Node116","0.154149138628313"
"Node85","Node116","-0.111707488370848"
"Node86","Node116","0.0999781737085769"
"Node88","Node116","0.273216826824102"
"Node93","Node116","0.183608036248582"
"Node97","Node116","0.128574733191437"
"Node117","Node116","0.0788768773798144"
"Node118","Node116","0.0090544550776164"
"Node122","Node116","-0.0121657188201422"
"Node18","Node117","0.0499015325577198"
"Node19","Node117","0"
"Node52","Node117","0.0636925288867823"
"Node54","Node117","0.0289324592332863"
"Node56","Node117","0.141559037929055"
"Node69","Node117","-0.153977366611544"
"Node72","Node117","0.109101807819625"
"Node78","Node117","-0.214545147452322"
"Node84","Node117","0.0184560846444036"
"Node85","Node117","0"
"Node86","Node117","0"
"Node88","Node117","0.140335841400295"
"Node97","Node117","0"
"Node118","Node117","0.151432585894296"
"Node122","Node117","0.0444782568761239"
"Node18","Node118","0.368510842275178"
"Node19","Node118","0"
"Node30","Node118","0.0131875864448712"
"Node54","Node118","0.0120317419092908"
"Node56","Node118","0.209155804296513"
"Node59","Node118","0.279381570212813"
"Node69","Node118","-0.15479294969889"
"Node78","Node118","-0.0747548357374325"
"Node82","Node118","0.157586496441765"
"Node86","Node118","0.35427564375454"
"Node88","Node118","0.0429129985171088"
"Node92","Node118","-0.0007567291095564"
"Node93","Node118","0"
"Node121","Node118","0.166997054694697"
"Node3","Node121","0.0367843396930616"
"Node51","Node121","0.0681008824882459"
"Node89","Node121","0.0674682644336363"
"Node124","Node121","0.240138794109434"
"Node125","Node121","0.320962022039521"
"Node9","Node122","0.0711407350885072"
"Node50","Node122","0.0219686803221051"
"Node52","Node122","0.0127055222721083"
"Node53","Node122","-0.141135731625664"
"Node56","Node122","0"
"Node69","Node122","0.110426987114174"
"Node72","Node122","0.033237844927161"
"Node83","Node122","-0.210214090920224"
"Node85","Node122","0.191272672935608"
"Node86","Node122","0.0771612908126542"
"Node91","Node123","0.0747067074785024"
"Node99","Node123","-0.285306081434199"
"Node18","Node124","0.110220478446232"
"Node26","Node124","0.0644031902557878"
"Node51","Node124","0.137772695648924"
"Node52","Node124","0"
"Node56","Node124","0.0298800635632178"
"Node78","Node124","-0.0860012487158275"
"Node24","Node125","0.0290395757775006"
"Node51","Node125","0.00250852161159702"
"Node89","Node125","0.706878515643829"
"Node13","Node1","0"
"Node90","Node1","0"
"Node125","Node1","-0.0260678416765756"
"Node33","Node2","-0.349689983189085"
"Node34","Node2","-0.0351046748274704"
"Node43","Node2","-0.0437034082314259"
"Node44","Node2","0"
"Node51","Node2","0.186111383467339"
"Node62","Node2","0.0678869504684781"
"Node74","Node2","0.0292797358378639"
"Node83","Node2","-0.181825811812836"
"Node84","Node2","-0.177625392374835"
"Node58","Node3","0.13658982975485"
